系统始发港,系统目的港,箱型,百分比,系统船公司,ALL IN 海运价,有效期开始时间,截止时间时间, 预算费用,
青岛,那不勒斯,40HC,20%,ONE,1250,2020/1/1,2020/3/31,250,
青岛,那不勒斯,20GP,20%,ONE,625,2020/4/1,2020/6/30,125,
青岛,那不勒斯,40GP,20%,ONE,1250,2020/4/1,2020/6/30,250,
青岛,那不勒斯,40HC,20%,ONE,1250,2020/4/1,2020/6/30,250,
青岛,那不勒斯,20GP,20%,ONE,475,2020/7/1,2020/9/30,95,
青岛,那不勒斯,40GP,20%,ONE,950,2020/7/1,2020/9/30,190,
青岛,那不勒斯,40HC,20%,ONE,950,2020/7/1,2020/9/30,190,
青岛,那瓦舍瓦,20GP,30%,APL,550,2020/3/1,2020/6/30,165,
青岛,那瓦舍瓦,40GP,30%,APL,600,2020/3/1,2020/6/30,180,
青岛,那瓦舍瓦,40HC,30%,APL,600,2020/3/1,2020/6/30,180,
青岛,那瓦舍瓦,20GP,30%,APL,412,2020/7/1,2020/9/30,123.6,
青岛,那瓦舍瓦,40GP,30%,APL,324,2020/7/1,2020/9/30,97.2,
青岛,那瓦舍瓦,40HC,30%,APL,324,2020/7/1,2020/9/30,97.2,
青岛,那瓦舍瓦,20GP,60%,COSCO,280,2020/1/1,2020/2/29,168,
青岛,那瓦舍瓦,40GP,60%,COSCO,415,2020/1/1,2020/2/29,249,
青岛,那瓦舍瓦,40HC,60%,COSCO,415,2020/1/1,2020/2/29,249,
青岛,那瓦舍瓦,20GP,30%,COSCO,650,2020/3/1,2020/6/30,195,
青岛,那瓦舍瓦,40GP,50%,COSCO,650,2020/3/1,2020/6/30,325,
青岛,那瓦舍瓦,40HC,50%,COSCO,650,2020/3/1,2020/6/30,325,
青岛,那瓦舍瓦,20GP,30%,COSCO,559,2020/7/1,2020/9/30,167.7,
青岛,那瓦舍瓦,40GP,50%,COSCO,468,2020/7/1,2020/9/30,234,
青岛,那瓦舍瓦,40HC,50%,COSCO,468,2020/7/1,2020/9/30,234,
青岛,那瓦舍瓦,20GP,20%,HYNUNDAI,450,2020/1/1,2020/2/29,90,
青岛,那瓦舍瓦,40GP,20%,HYNUNDAI,550,2020/1/1,2020/2/29,110,
青岛,那瓦舍瓦,40HC,20%,HYNUNDAI,550,2020/1/1,2020/2/29,110,
青岛,那瓦舍瓦,20GP,10%,IAL,650,2020/3/1,2020/6/30,65,
青岛,那瓦舍瓦,40GP,10%,IAL,800,2020/3/1,2020/6/30,80,
青岛,那瓦舍瓦,40HC,10%,IAL,800,2020/3/1,2020/6/30,80,
青岛,那瓦舍瓦,20GP,10%,IAL,650,2020/7/1,2020/9/30,65,
青岛,那瓦舍瓦,40GP,10%,IAL,800,2020/7/1,2020/9/30,80,
青岛,那瓦舍瓦,40HC,10%,IAL,800,2020/7/1,2020/9/30,80,
青岛,那瓦舍瓦,20GP,20%,MAERSK,456,2020/1/1,2020/2/29,91.2,
青岛,那瓦舍瓦,40GP,20%,MAERSK,550,2020/1/1,2020/2/29,110,
青岛,那瓦舍瓦,40HC,20%,MAERSK,550,2020/1/1,2020/2/29,110,
青岛,那瓦舍瓦,20GP,30%,MAERSK,490,2020/3/1,2020/6/30,147,
青岛,那瓦舍瓦,40GP,10%,MAERSK,731,2020/3/1,2020/6/30,73.1,
青岛,那瓦舍瓦,40HC,10%,MAERSK,731,2020/3/1,2020/6/30,73.1,
青岛,那瓦舍瓦,20GP,30%,MAERSK,376,2020/7/1,2020/9/30,112.8,
青岛,那瓦舍瓦,40GP,10%,MAERSK,503,2020/7/1,2020/9/30,50.3,
青岛,那瓦舍瓦,40HC,10%,MAERSK,503,2020/7/1,2020/9/30,50.3,
青岛,南安普顿,20GP,10%,CMA,690,2020/1/1,2020/3/31,69,
青岛,南安普顿,40GP,10%,CMA,1380,2020/1/1,2020/3/31,138,
青岛,南安普顿,40HC,10%,CMA,1380,2020/1/1,2020/3/31,138,
青岛,南安普顿,20GP,10%,CMA,705,2020/4/1,2020/6/30,70.5,
青岛,南安普顿,40GP,10%,CMA,1410,2020/4/1,2020/6/30,141,
青岛,南安普顿,40HC,10%,CMA,1410,2020/4/1,2020/6/30,141,
青岛,南安普顿,20GP,10%,CMA,675,2020/7/1,2020/9/30,67.5,
青岛,南安普顿,40GP,10%,CMA,1350,2020/7/1,2020/9/30,135,
青岛,南安普顿,40HC,10%,CMA,1350,2020/7/1,2020/9/30,135,
青岛,南安普顿,20GP,0%,COSCO,837.5,2020/1/1,2020/3/31,0,837.5
青岛,南安普顿,40GP,0%,COSCO,1675,2020/1/1,2020/3/31,0,1675
青岛,南安普顿,40HC,0%,COSCO,1675,2020/1/1,2020/3/31,0,1675
青岛,南安普顿,20GP,0%,COSCO,838,2020/4/1,2020/6/30,0,838
青岛,南安普顿,40GP,0%,COSCO,1675,2020/4/1,2020/6/30,0,1675
青岛,南安普顿,40HC,0%,COSCO,988,2020/4/1,2020/6/30,0,988
青岛,南安普顿,20GP,0%,COSCO,744.5,2020/7/1,2020/9/30,0,744.5
青岛,南安普顿,40GP,0%,COSCO,1489,2020/7/1,2020/9/30,0,1489
青岛,南安普顿,40HC,0%,COSCO,1489,2020/7/1,2020/9/30,0,1489
青岛,南安普顿,20GP,50%,HAPAG-LLOYD,625,2020/1/1,2020/3/31,312.5,
青岛,南安普顿,40GP,50%,HAPAG-LLOYD,1250,2020/1/1,2020/3/31,625,
青岛,南安普顿,40HC,50%,HAPAG-LLOYD,1250,2020/1/1,2020/3/31,625,
青岛,南安普顿,20GP,50%,HAPAG-LLOYD,625,2020/4/1,2020/6/30,312.5,
青岛,南安普顿,40GP,50%,HAPAG-LLOYD,1250,2020/4/1,2020/6/30,625,
青岛,南安普顿,40HC,50%,HAPAG-LLOYD,1250,2020/4/1,2020/6/30,625,
青岛,南安普顿,20GP,50%,HAPAG-LLOYD,505,2020/7/1,2020/9/30,252.5,
青岛,南安普顿,40GP,50%,HAPAG-LLOYD,1010,2020/7/1,2020/9/30,505,
青岛,南安普顿,40HC,50%,HAPAG-LLOYD,1010,2020/7/1,2020/9/30,505,
青岛,南安普顿,20GP,40%,HYNUNDAI,600,2020/1/1,2020/3/31,240,
青岛,南安普顿,40GP,40%,HYNUNDAI,1200,2020/1/1,2020/3/31,480,
青岛,南安普顿,40HC,40%,HYNUNDAI,1200,2020/1/1,2020/3/31,480,
青岛,南安普顿,20GP,40%,HYNUNDAI,616,2020/4/1,2020/6/30,246.4,
青岛,南安普顿,40GP,40%,HYNUNDAI,1232,2020/4/1,2020/6/30,492.8,
青岛,南安普顿,40HC,40%,HYNUNDAI,1232,2020/4/1,2020/6/30,492.8,
青岛,南安普顿,20GP,40%,HYNUNDAI,536,2020/7/1,2020/9/30,214.4,
青岛,南安普顿,40GP,40%,HYNUNDAI,1072,2020/7/1,2020/9/30,428.8,
青岛,南安普顿,40HC,40%,HYNUNDAI,1072,2020/7/1,2020/9/30,428.8,
青岛,佩斯卡拉,40HC,100%,乐高船务,2850,2020/4/1,2020/4/15,2850,
青岛,佩斯卡拉,40HC,100%,乐高船务,2850,2020/4/15,2020/4/30,2850,
青岛,清奈,20GP,60%,APL,550,2020/3/1,2020/6/30,330,
青岛,清奈,40GP,60%,APL,600,2020/3/1,2020/6/30,360,
青岛,清奈,40HC,60%,APL,600,2020/3/1,2020/6/30,360,
青岛,清奈,20GP,60%,APL,412,2020/7/1,2020/9/30,247.2,
青岛,清奈,40GP,60%,APL,324,2020/7/1,2020/9/30,194.4,
青岛,清奈,40HC,60%,APL,324,2020/7/1,2020/9/30,194.4,
青岛,清奈,20GP,90%,COSCO,330,2020/1/1,2020/2/29,297,
青岛,清奈,40GP,90%,COSCO,460,2020/1/1,2020/2/29,414,
青岛,清奈,40HC,90%,COSCO,460,2020/1/1,2020/2/29,414,
青岛,清奈,20GP,0%,HAIER LOGISTICS,405,2020/1/1,2020/2/29,0,
青岛,清奈,40GP,0%,HAIER LOGISTICS,610,2020/1/1,2020/2/29,0,
青岛,清奈,40HC,0%,HAIER LOGISTICS,610,2020/1/1,2020/2/29,0,
青岛,清奈,20GP,5%,HYNUNDAI,450,2020/1/1,2020/2/29,22.5,
青岛,清奈,40GP,5%,HYNUNDAI,600,2020/1/1,2020/2/29,30,
青岛,清奈,40HC,5%,HYNUNDAI,600,2020/1/1,2020/2/29,30,
青岛,清奈,20GP,40%,HYNUNDAI,553,2020/3/1,2020/6/30,221.2,
青岛,清奈,40GP,40%,HYNUNDAI,822,2020/3/1,2020/6/30,328.8,
青岛,清奈,40HC,40%,HYNUNDAI,822,2020/3/1,2020/6/30,328.8,
青岛,清奈,20GP,40%,HYUNDAI,452,2020/7/1,2020/9/30,180.8,
青岛,清奈,40GP,40%,HYUNDAI,624,2020/7/1,2020/9/30,249.6,
青岛,清奈,40HC,40%,HYUNDAI,624,2020/7/1,2020/9/30,249.6,
青岛,清奈,20GP,5%,中创物流股份有限公司,580,2020/1/1,2020/2/29,29,
青岛,清奈,40GP,5%,中创物流股份有限公司,580,2020/1/1,2020/2/29,29,
青岛,清奈,40HC,5%,中创物流股份有限公司,580,2020/1/1,2020/2/29,29,
青岛,热那亚,20GP,30%,CMA,680,2020/1/1,2020/3/31,204,
青岛,热那亚,40GP,30%,CMA,1360,2020/1/1,2020/3/31,408,
青岛,热那亚,40HC,30%,CMA,1360,2020/1/1,2020/3/31,408,
青岛,热那亚,20GP,30%,CMA,695,2020/4/1,2020/6/30,208.5,
青岛,热那亚,40GP,30%,CMA,1390,2020/4/1,2020/6/30,417,
青岛,热那亚,40HC,30%,CMA,1390,2020/4/1,2020/6/30,417,
青岛,热那亚,20GP,30%,CMA,515,2020/7/1,2020/9/30,154.5,
青岛,热那亚,40GP,30%,CMA,1030,2020/7/1,2020/9/30,309,
青岛,热那亚,40HC,30%,CMA,1030,2020/7/1,2020/9/30,309,
青岛,热那亚,20GP,20%,COSCO,625,2020/1/1,2020/3/31,125,
青岛,热那亚,40GP,20%,COSCO,1250,2020/1/1,2020/3/31,250,
青岛,热那亚,40HC,20%,COSCO,1250,2020/1/1,2020/3/31,250,
青岛,热那亚,20GP,20%,COSCO,651,2020/4/1,2020/6/30,130.2,
青岛,热那亚,40GP,20%,COSCO,1302,2020/4/1,2020/6/30,260.4,
青岛,热那亚,40HC,20%,COSCO,1302,2020/4/1,2020/6/30,260.4,
青岛,热那亚,20GP,20%,COSCO,664,2020/7/1,2020/9/30,132.8,664
青岛,热那亚,40GP,20%,COSCO,1328,2020/7/1,2020/9/30,265.6,1328
青岛,热那亚,40HC,20%,COSCO,1328,2020/7/1,2020/9/30,265.6,1328
青岛,热那亚,20GP,10%,HAPAG-LLOYD,592.5,2020/1/1,2020/3/31,59.25,
青岛,热那亚,40GP,10%,HAPAG-LLOYD,1185,2020/1/1,2020/3/31,118.5,
青岛,热那亚,40HC,10%,HAPAG-LLOYD,1185,2020/1/1,2020/3/31,118.5,
青岛,热那亚,20GP,10%,HAPAG-LLOYD,592.5,2020/4/1,2020/6/30,59.25,
青岛,热那亚,40GP,10%,HAPAG-LLOYD,1185,2020/4/1,2020/6/30,118.5,
青岛,热那亚,40HC,10%,HAPAG-LLOYD,1185,2020/4/1,2020/6/30,118.5,
青岛,热那亚,20GP,10%,HAPAG-LLOYD,477.5,2020/7/1,2020/9/30,47.75,
青岛,热那亚,40GP,10%,HAPAG-LLOYD,955,2020/7/1,2020/9/30,95.5,
青岛,热那亚,40HC,10%,HAPAG-LLOYD,955,2020/7/1,2020/9/30,95.5,
青岛,热那亚,20GP,10%,MAERSK,625,2020/1/1,2020/3/31,62.5,
青岛,热那亚,40GP,10%,MAERSK,1250,2020/1/1,2020/3/31,125,
青岛,热那亚,40HC,10%,MAERSK,1250,2020/1/1,2020/3/31,125,
青岛,热那亚,20GP,10%,MAERSK,647,2020/4/1,2020/6/30,64.7,
青岛,热那亚,40GP,10%,MAERSK,1294,2020/4/1,2020/6/30,129.4,
青岛,热那亚,40HC,10%,MAERSK,1294,2020/4/1,2020/6/30,129.4,
青岛,热那亚,20GP,10%,MAERSK,464.5,2020/7/1,2020/9/30,46.45,
青岛,热那亚,40GP,10%,MAERSK,929,2020/7/1,2020/9/30,92.9,
青岛,热那亚,40HC,10%,MAERSK,929,2020/7/1,2020/9/30,92.9,
青岛,热那亚,20GP,30%,ONE,550,2020/1/1,2020/3/31,165,
青岛,热那亚,40GP,30%,ONE,1100,2020/1/1,2020/3/31,330,
青岛,热那亚,40HC,30%,ONE,1100,2020/1/1,2020/3/31,330,
青岛,热那亚,20GP,30%,ONE,550,2020/4/1,2020/6/30,165,
青岛,热那亚,40GP,30%,ONE,1100,2020/4/1,2020/6/30,330,
青岛,热那亚,40HC,30%,ONE,1100,2020/4/1,2020/6/30,330,
青岛,热那亚,20GP,30%,ONE,400,2020/7/1,2020/9/30,120,
青岛,热那亚,40GP,30%,ONE,800,2020/7/1,2020/9/30,240,
青岛,热那亚,40HC,30%,ONE,800,2020/7/1,2020/9/30,240,
青岛,赛得港,20GP,100%,CMA,1033,2020/3/1,2020/6/30,1033,
青岛,赛得港,40GP,80%,CMA,1685,2020/3/1,2020/6/30,1348,
青岛,赛得港,40HC,80%,CMA,1685,2020/3/1,2020/6/30,1348,
青岛,赛得港,20GP,100%,CMA,868,2020/7/1,2020/9/30,868,
青岛,赛得港,40GP,100%,CMA,1355,2020/7/1,2020/9/30,1355,
青岛,赛得港,40HC,100%,CMA,1355,2020/7/1,2020/9/30,1355,
青岛,赛得港,40GP,20%,COSCO,1848,2020/3/1,2020/6/30,369.6,
青岛,赛得港,40HC,20%,COSCO,1848,2020/3/1,2020/6/30,369.6,
青岛,神户,20GP,70%,COSCO,240,2020/1/1,2020/2/29,168,
青岛,神户,40GP,70%,COSCO,130,2020/1/1,2020/2/29,91,
青岛,神户,40HC,70%,COSCO,130,2020/1/1,2020/2/29,91,
青岛,神户,20GP,60%,COSCO,280,2020/3/1,2021/2/28,168,
青岛,神户,40GP,60%,COSCO,150,2020/3/1,2021/2/28,90,
青岛,神户,40HC,60%,COSCO,150,2020/3/1,2021/2/28,90,
青岛,神户,20GP,30%,中创物流股份有限公司,135,2020/1/1,2020/2/29,40.5,
青岛,神户,40GP,30%,中创物流股份有限公司,140,2020/1/1,2020/2/29,42,
青岛,神户,40HC,30%,中创物流股份有限公司,140,2020/1/1,2020/2/29,42,
青岛,神户,20GP,40%,中创物流股份有限公司,161,2020/3/1,2021/2/28,64.4,
青岛,神户,40GP,40%,中创物流股份有限公司,191,2020/3/1,2021/2/28,76.4,
青岛,神户,40HC,40%,中创物流股份有限公司,191,2020/3/1,2021/2/28,76.4,
青岛,圣彼得堡,20GP,30%,CMA,740,2020/1/1,2020/3/31,222,
青岛,圣彼得堡,40GP,30%,CMA,1970,2020/1/1,2020/3/31,591,
青岛,圣彼得堡,40HC,30%,CMA,1970,2020/1/1,2020/3/31,591,
青岛,圣彼得堡,20GP,30%,CMA,1245,2020/4/1,2020/6/30,373.5,
青岛,圣彼得堡,40GP,30%,CMA,2000,2020/4/1,2020/6/30,600,
青岛,圣彼得堡,40HC,30%,CMA,2000,2020/4/1,2020/6/30,600,
青岛,圣彼得堡,20GP,30%,CMA,1215,2020/7/1,2020/9/30,364.5,
青岛,圣彼得堡,40GP,30%,CMA,1940,2020/7/1,2020/9/30,582,
青岛,圣彼得堡,40HC,30%,CMA,1940,2020/7/1,2020/9/30,582,
青岛,圣彼得堡,20GP,20%,COSCO,750,2020/1/1,2020/3/31,150,
青岛,圣彼得堡,40GP,20%,COSCO,2068,2020/1/1,2020/3/31,413.6,
青岛,圣彼得堡,40HC,20%,COSCO,2068,2020/1/1,2020/3/31,413.6,
青岛,圣彼得堡,20GP,20%,COSCO,1318,2020/4/1,2020/6/30,263.6,
青岛,圣彼得堡,40GP,20%,COSCO,2068,2020/4/1,2020/6/30,413.6,
青岛,圣彼得堡,40HC,20%,COSCO,2068,2020/4/1,2020/6/30,413.6,
青岛,圣彼得堡,20GP,20%,COSCO,1375,2020/7/1,2020/9/30,275,1375
青岛,圣彼得堡,40GP,20%,COSCO,2182,2020/7/1,2020/9/30,436.4,2182
青岛,圣彼得堡,40HC,20%,COSCO,2182,2020/7/1,2020/9/30,436.4,2182
青岛,圣彼得堡,20GP,30%,EVERGREEN,662.5,2020/1/1,2020/3/31,198.75,
青岛,圣彼得堡,40GP,30%,EVERGREEN,1821,2020/1/1,2020/3/31,546.3,
青岛,圣彼得堡,40HC,30%,EVERGREEN,1821,2020/1/1,2020/3/31,546.3,
青岛,圣彼得堡,20GP,30%,EVERGREEN,910.5,2020/4/1,2020/6/30,273.15,
青岛,圣彼得堡,40GP,30%,EVERGREEN,1821,2020/4/1,2020/6/30,546.3,
青岛,圣彼得堡,40HC,30%,EVERGREEN,1821,2020/4/1,2020/6/30,546.3,
青岛,圣彼得堡,20GP,30%,EVERGREEN,1158.5,2020/7/1,2020/9/30,347.55,
青岛,圣彼得堡,40GP,30%,EVERGREEN,1821,2020/7/1,2020/9/30,546.3,
青岛,圣彼得堡,40HC,30%,EVERGREEN,1821,2020/7/1,2020/9/30,546.3,
青岛,圣彼得堡,20GP,20%,MAERSK,767.5,2020/1/1,2020/3/31,153.5,
青岛,圣彼得堡,40GP,20%,MAERSK,2005,2020/1/1,2020/3/31,401,
青岛,圣彼得堡,40HC,20%,MAERSK,2005,2020/1/1,2020/3/31,401,
青岛,圣彼得堡,20GP,20%,MAERSK,1259.5,2020/4/1,2020/6/30,251.9,
青岛,圣彼得堡,40GP,20%,MAERSK,2049,2020/4/1,2020/6/30,409.8,
青岛,圣彼得堡,40HC,20%,MAERSK,2049,2020/4/1,2020/6/30,409.8,
青岛,圣彼得堡,20GP,20%,MAERSK,1077,2020/7/1,2020/9/30,215.4,
青岛,圣彼得堡,40GP,20%,MAERSK,1684,2020/7/1,2020/9/30,336.8,
青岛,圣彼得堡,40HC,20%,MAERSK,1684,2020/7/1,2020/9/30,336.8,
青岛,石狩,20GP,100%,中创物流股份有限公司,345,2020/1/1,2020/2/29,345,
青岛,石狩,40GP,100%,中创物流股份有限公司,555,2020/1/1,2020/2/29,555,
青岛,石狩,40HC,100%,中创物流股份有限公司,555,2020/1/1,2020/2/29,555,
青岛,石狩,20GP,100%,中创物流股份有限公司,235,2020/3/1,2021/2/28,235,
青岛,石狩,40GP,100%,中创物流股份有限公司,460,2020/3/1,2021/2/28,460,
青岛,石狩,40HC,100%,中创物流股份有限公司,460,2020/3/1,2021/2/28,460,
青岛,斯法克斯,20GP,100%,MAERSK,2053,2020/3/1,2020/6/30,2053,
青岛,斯法克斯,40GP,100%,MAERSK,3845,2020/3/1,2020/6/30,3845,
青岛,斯法克斯,40HC,100%,MAERSK,3845,2020/3/1,2020/6/30,3845,
青岛,斯法克斯,20GP,100%,MAERSK,1871,2020/7/1,2020/9/30,1871,
青岛,斯法克斯,40GP,100%,MAERSK,3480,2020/7/1,2020/9/30,3480,
青岛,斯法克斯,40HC,100%,MAERSK,3480,2020/7/1,2020/9/30,3480,
青岛,泗水,20GP,100%,APL,641,2020/1/1,2020/2/29,641,
青岛,泗水,40GP,100%,APL,618,2020/1/1,2020/2/29,618,
青岛,泗水,40HC,100%,APL,618,2020/1/1,2020/2/29,618,
青岛,苏丹港,20GP,100%,CMA,1220,2020/3/1,2020/6/30,1220,
青岛,苏丹港,40GP,100%,CMA,1960,2020/3/1,2020/6/30,1960,
青岛,苏丹港,40HC,100%,CMA,1960,2020/3/1,2020/6/30,1960,
青岛,苏哈,20GP,100%,HYNUNDAI,575,2020/1/1,2020/2/29,575,
青岛,苏哈,40GP,100%,HYNUNDAI,850,2020/1/1,2020/2/29,850,
青岛,苏哈,40HC,100%,HYNUNDAI,850,2020/1/1,2020/2/29,850,
青岛,索卡那,20GP,20%,CMA,1020,2020/3/1,2020/6/30,204,
青岛,索卡那,40GP,20%,CMA,1560,2020/3/1,2020/6/30,312,
青岛,索卡那,40HC,20%,CMA,1560,2020/3/1,2020/6/30,312,
青岛,索卡那,20GP,20%,CMA,882,2020/7/1,2020/9/30,176.4,
青岛,索卡那,40GP,20%,CMA,1284,2020/7/1,2020/9/30,256.8,
青岛,索卡那,40HC,20%,CMA,1284,2020/7/1,2020/9/30,256.8,
青岛,索卡那,20GP,100%,EVERGREEN,0,2020/1/1,2020/1/25,0,
青岛,索卡那,40GP,100%,EVERGREEN,1320,2020/1/1,2020/1/25,1320,
青岛,索卡那,40HC,100%,EVERGREEN,1320,2020/1/1,2020/1/25,1320,
青岛,索卡那,20GP,80%,EVERGREEN,900,2020/3/1,2020/6/30,720,
青岛,索卡那,40GP,80%,EVERGREEN,1300,2020/3/1,2020/6/30,1040,
青岛,索卡那,40HC,80%,EVERGREEN,1300,2020/3/1,2020/6/30,1040,
青岛,索卡那,20GP,80%,EVERGREEN,900,2020/7/1,2020/9/30,720,
青岛,索卡那,40GP,80%,EVERGREEN,1300,2020/7/1,2020/9/30,1040,
青岛,索卡那,40HC,80%,EVERGREEN,1300,2020/7/1,2020/9/30,1040,
青岛,塔什干,40HC,100%,中创物流股份有限公司,3720,2020/1/1,2020/1/31,3720,
青岛,台北,20GP,100%,EVERGREEN,150,2020/3/1,2020/6/30,150,
青岛,台北,40GP,100%,EVERGREEN,300,2020/3/1,2020/6/30,300,
青岛,台北,40HC,100%,EVERGREEN,300,2020/3/1,2020/6/30,300,
青岛,台北,20GP,100%,EVERGREEN,150,2020/7/1,2020/9/30,150,
青岛,台北,40GP,100%,EVERGREEN,300,2020/7/1,2020/9/30,300,
青岛,台北,40HC,100%,EVERGREEN,300,2020/7/1,2020/9/30,300,
青岛,台中,20GP,100%,EVERGREEN,190,2020/1/1,2020/2/29,190,
青岛,台中,40GP,100%,EVERGREEN,380,2020/1/1,2020/2/29,380,
青岛,台中,40HC,100%,EVERGREEN,380,2020/1/1,2020/2/29,380,
青岛,台中,20GP,60%,EVERGREEN,180,2020/3/1,2020/6/30,108,
青岛,台中,40GP,60%,EVERGREEN,360,2020/3/1,2020/6/30,216,
青岛,台中,40HC,60%,EVERGREEN,360,2020/3/1,2020/6/30,216,
青岛,台中,20GP,60%,EVERGREEN,180,2020/7/1,2020/9/30,108,
青岛,台中,40GP,60%,EVERGREEN,360,2020/7/1,2020/9/30,216,
青岛,台中,40HC,60%,EVERGREEN,360,2020/7/1,2020/9/30,216,
青岛,台中,20GP,40%,OOCL,250,2020/3/1,2020/6/30,100,
青岛,台中,40GP,40%,OOCL,375,2020/3/1,2020/6/30,150,
青岛,台中,40HC,40%,OOCL,375,2020/3/1,2020/6/30,150,
青岛,台中,20GP,40%,OOCL,250,2020/7/1,2020/9/30,100,
青岛,台中,40GP,40%,OOCL,375,2020/7/1,2020/9/30,150,
青岛,台中,40HC,40%,OOCL,375,2020/7/1,2020/9/30,150,
青岛,特马,20GP,90%,CMA,1348,2020/1/1,2020/2/29,1213.2,
青岛,特马,40GP,90%,CMA,1845,2020/1/1,2020/2/29,1660.5,
青岛,特马,40HC,90%,CMA,1845,2020/1/1,2020/2/29,1660.5,
青岛,特马,20GP,100%,CMA,2015,2020/3/1,2020/6/30,2015,
青岛,特马,40GP,100%,CMA,2270,2020/3/1,2020/6/30,2270,
青岛,特马,40HC,100%,CMA,2270,2020/3/1,2020/6/30,2270,
青岛,特马,20GP,100%,CMA,1767,2020/7/1,2020/9/30,1767,
青岛,特马,40GP,100%,CMA,1774,2020/7/1,2020/9/30,1774,
青岛,特马,40HC,100%,CMA,1774,2020/7/1,2020/9/30,1774,
青岛,特马,20GP,10%,MSC,1325,2020/1/1,2020/2/29,132.5,
青岛,特马,40GP,10%,MSC,2105,2020/1/1,2020/2/29,210.5,
青岛,特马,40HC,10%,MSC,2105,2020/1/1,2020/2/29,210.5,
青岛,特内里费岛,20GP,30%,CMA,780,2020/1/1,2020/3/31,234,
青岛,特内里费岛,40GP,30%,CMA,1560,2020/1/1,2020/3/31,468,
青岛,特内里费岛,40HC,30%,CMA,1560,2020/1/1,2020/3/31,468,
青岛,特内里费岛,20GP,30%,CMA,795,2020/4/1,2020/6/30,238.5,
青岛,特内里费岛,40GP,30%,CMA,1590,2020/4/1,2020/6/30,477,
青岛,特内里费岛,40HC,30%,CMA,1590,2020/4/1,2020/6/30,477,
青岛,特内里费岛,20GP,30%,CMA,615,2020/7/1,2020/9/30,184.5,
青岛,特内里费岛,40GP,30%,CMA,1230,2020/7/1,2020/9/30,369,
青岛,特内里费岛,40HC,30%,CMA,1230,2020/7/1,2020/9/30,369,
青岛,特内里费岛,20GP,70%,MAERSK,775,2020/1/1,2020/3/31,542.5,
青岛,特内里费岛,40GP,70%,MAERSK,1550,2020/1/1,2020/3/31,1085,
青岛,特内里费岛,40HC,70%,MAERSK,1550,2020/1/1,2020/3/31,1085,
青岛,特内里费岛,20GP,70%,MAERSK,797,2020/4/1,2020/6/30,557.9,
青岛,特内里费岛,40GP,70%,MAERSK,1594,2020/4/1,2020/6/30,1115.8,
青岛,特内里费岛,40HC,70%,MAERSK,1594,2020/4/1,2020/6/30,1115.8,
青岛,特内里费岛,20GP,70%,MAERSK,614.5,2020/7/1,2020/9/30,430.15,
青岛,特内里费岛,40GP,70%,MAERSK,1229,2020/7/1,2020/9/30,860.3,
青岛,特内里费岛,40HC,70%,MAERSK,1229,2020/7/1,2020/9/30,860.3,
青岛,挺坎,20GP,100%,CMA,1348,2020/1/1,2020/2/29,1348,
青岛,挺坎,40GP,100%,CMA,1845,2020/1/1,2020/2/29,1845,
青岛,挺坎,40HC,90%,CMA,1845,2020/1/1,2020/2/29,1660.5,
青岛,挺坎,20GP,60%,CMA,2015,2020/3/1,2020/6/30,1209,
青岛,挺坎,40GP,60%,CMA,2270,2020/3/1,2020/6/30,1362,
青岛,挺坎,40HC,60%,CMA,2270,2020/3/1,2020/6/30,1362,
青岛,挺坎,20GP,60%,CMA,1745,2020/7/1,2020/9/30,1047,
青岛,挺坎,40GP,60%,CMA,1730,2020/7/1,2020/9/30,1038,
青岛,挺坎,40HC,60%,CMA,1730,2020/7/1,2020/9/30,1038,
青岛,挺坎,20GP,40%,MAERSK,1685,2020/3/1,2020/6/30,674,
青岛,挺坎,40GP,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
青岛,挺坎,40HC,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
青岛,挺坎,20GP,40%,MAERSK,1390,2020/7/1,2020/9/30,556,
青岛,挺坎,40GP,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
青岛,挺坎,40HC,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
青岛,挺坎,40HC,10%,MSC,2605,2020/1/1,2020/2/29,260.5,
青岛,突尼斯,20GP,30%,CMA,1500,2020/1/1,2020/2/29,450,
青岛,突尼斯,40HC,30%,CMA,2900,2020/1/1,2020/2/29,870,
青岛,突尼斯,20GP,100%,MAERSK,1988,2020/3/1,2020/6/30,1988,
青岛,突尼斯,40GP,100%,MAERSK,3745,2020/3/1,2020/6/30,3745,
青岛,突尼斯,20GP,100%,MAERSK,1806,2020/7/1,2020/9/30,1806,
青岛,突尼斯,40GP,100%,MAERSK,3380,2020/7/1,2020/9/30,3380,
青岛,突尼斯,40HC,100%,MAERSK,3380,2020/7/1,2020/9/30,3380,
青岛,突尼斯,20GP,70%,MSC,1440,2020/1/1,2020/2/29,1008,
青岛,突尼斯,40HC,70%,MSC,2835,2020/1/1,2020/2/29,1984.5,
青岛,瓦伦西亚,20GP,50%,CMA,680,2020/1/1,2020/3/31,340,
青岛,瓦伦西亚,40HC,50%,CMA,1360,2020/1/1,2020/3/31,680,
青岛,瓦伦西亚,20GP,50%,CMA,695,2020/4/1,2020/6/30,347.5,
青岛,瓦伦西亚,40GP,50%,CMA,1390,2020/4/1,2020/6/30,695,
